model,config,k,rung,tier,start_s,end_s,duration_s,requests
LLAMA-65B,broadcast,8,A4,1,6.8814060489819155,19.63789102670319,12.756484977721275,16
LLAMA-65B,broadcast,8,A4b,0,0.0,6.8814060489819155,6.8814060489819155,1
LLAMA-65B,broadcast,8,A4b,1,6.8814060489819155,19.63789102670319,12.756484977721275,16
LLAMA-65B,broadcast,8,A5,0,0.0,6.8814060489819155,6.8814060489819155,1
LLAMA-65B,broadcast,8,A5,1,6.8814060489819155,16.421020564091453,9.539614515109538,16
LLAMA-65B,broadcast,8,A6,0,0.0,6.8814060489819155,6.8814060489819155,1
LLAMA-65B,broadcast,8,A6,1,6.8814060489819155,16.421020564091453,9.539614515109538,16
LLAMA-65B,k-hi,32,A1,0,0.0,33.34423406859751,33.34423406859751,16
LLAMA-65B,k-hi,32,A1,1,33.34423406859751,83.4741775708521,50.1299435022546,16
LLAMA-65B,k-hi,32,A2,0,0.0,105.385228527157,105.385228527157,16
LLAMA-65B,k-hi,32,A2,1,105.385228527157,263.8759644376246,158.4907359104676,16
LLAMA-65B,k-hi,32,A3,0,0.0,15.213754787398544,15.213754787398544,16
LLAMA-65B,k-hi,32,A3,1,15.213754787398544,45.78040965468046,30.56665486728192,16
LLAMA-65B,k-hi,32,A3a,0,0.0,15.213754787398544,15.213754787398544,16
LLAMA-65B,k-hi,32,A3a,1,15.213754787398544,41.68337341784289,26.469618630444344,16
LLAMA-65B,k-hi,32,A3b,0,0.0,15.25850378231986,15.25850378231986,16
LLAMA-65B,k-hi,32,A3b,1,15.25850378231986,45.429176302545144,30.170672520225285,16
LLAMA-65B,k-hi,32,A4,0,0.0,15.188746368389245,15.188746368389245,16
LLAMA-65B,k-hi,32,A4,1,15.188746368389245,41.276239491990836,26.08749312360159,16
LLAMA-65B,k-hi,32,A4b,0,0.0,15.188746368389245,15.188746368389245,16
LLAMA-65B,k-hi,32,A4b,1,15.188746368389245,41.276239491990836,26.08749312360159,16
LLAMA-65B,k-hi,32,A5,0,0.0,11.99737440976831,11.99737440976831,16
LLAMA-65B,k-hi,32,A5,1,11.99737440976831,34.18233969997615,22.184965290207835,16
LLAMA-65B,k-hi,32,A6,0,0.0,11.99737440976831,11.99737440976831,16
LLAMA-65B,k-hi,32,A6,1,11.99737440976831,34.18233969997615,22.184965290207835,16
LLAMA-65B,k-lo,2,A1,0,0.0,33.34423406859751,33.34423406859751,16
LLAMA-65B,k-lo,2,A1,1,33.34423406859751,83.4741775708521,50.1299435022546,16
LLAMA-65B,k-lo,2,A2,0,0.0,105.385228527157,105.385228527157,16
LLAMA-65B,k-lo,2,A2,1,105.385228527157,255.17916727002768,149.7939387428707,16
LLAMA-65B,k-lo,2,A3,0,0.0,15.213762467398833,15.213762467398833,16
LLAMA-65B,k-lo,2,A3,1,15.213762467398833,33.35819374383831,18.144431276439473,16
LLAMA-65B,k-lo,2,A3a,0,0.0,15.213762467398833,15.213762467398833,16
LLAMA-65B,k-lo,2,A3a,1,15.213762467398833,32.33552879799817,17.12176633059934,16
LLAMA-65B,k-lo,2,A3b,0,0.0,15.258511462320154,15.258511462320154,16
LLAMA-65B,k-lo,2,A3b,1,15.258511462320154,33.15369483541606,17.895183373095907,16
LLAMA-65B,k-lo,2,A4,0,0.0,15.188746368389245,15.188746368389245,16
LLAMA-65B,k-lo,2,A4,1,15.188746368389245,32.03388501334367,16.845138644954424,16
LLAMA-65B,k-lo,2,A4b,0,0.0,15.188746368389245,15.188746368389245,16
LLAMA-65B,k-lo,2,A4b,1,15.188746368389245,32.03388501334367,16.845138644954424,16
LLAMA-65B,k-lo,2,A5,0,0.0,11.99737440976831,11.99737440976831,16
LLAMA-65B,k-lo,2,A5,1,11.99737440976831,24.893107698639923,12.895733288871613,16
LLAMA-65B,k-lo,2,A6,0,0.0,11.99737440976831,11.99737440976831,16
LLAMA-65B,k-lo,2,A6,1,11.99737440976831,24.893107698639923,12.895733288871613,16
LLAMA-65B,pipeline,8,A1,0,0.0,5.470726036394322,5.470726036394322,1
LLAMA-65B,pipeline,8,A1,1,5.470726036394322,10.973989231946744,5.503263195552422,1
LLAMA-65B,pipeline,8,A1,2,10.973989231946744,16.497021730366992,5.523032498420248,1
LLAMA-65B,pipeline,8,A1,3,16.497021730366992,22.039942317152445,5.542920586785453,1
LLAMA-65B,pipeline,8,A2,0,0.0,12.701420310268334,12.701420310268334,1
LLAMA-65B,pipeline,8,A2,1,12.701420310268334,22.669769379705958,9.968349069437624,1
LLAMA-65B,pipeline,8,A2,2,22.669769379705958,32.813868712569615,10.144099332863657,1
LLAMA-65B,pipeline,8,A2,3,32.813868712569615,43.13371830885852,10.319849596288904,1
LLAMA-65B,pipeline,8,A3,0,0.0,6.910812719921155,6.910812719921155,1
LLAMA-65B,pipeline,8,A3,1,6.910812719921155,11.12944889516392,4.218636175242765,1
LLAMA-65B,pipeline,8,A3,2,11.12944889516392,15.356561587772084,4.227112692608165,1
LLAMA-65B,pipeline,8,A3,3,15.356561587772084,19.59204839773301,4.235486809960925,1
LLAMA-65B,pipeline,8,A3a,0,0.0,6.910812719921155,6.910812719921155,1
LLAMA-65B,pipeline,8,A3a,1,6.910812719921155,11.128867900609052,4.218055180687897,1
LLAMA-65B,pipeline,8,A3a,2,11.128867900609052,15.35539959866235,4.226531698053298,1
LLAMA-65B,pipeline,8,A3a,3,15.35539959866235,19.5904078140729,4.23500821541055,1
LLAMA-65B,pipeline,8,A3b,0,0.0,6.883224649461888,6.883224649461888,1
LLAMA-65B,pipeline,8,A3b,1,6.883224649461888,11.07421172657362,4.190987077111733,1
LLAMA-65B,pipeline,8,A3b,2,11.07421172657362,15.273612324643668,4.1994005980700475,1
LLAMA-65B,pipeline,8,A3b,3,15.273612324643668,19.481324043315364,4.207711718671696,1
LLAMA-65B,pipeline,8,A4,0,0.0,6.881407328981987,6.881407328981987,1
LLAMA-65B,pipeline,8,A4,1,6.881407328981987,11.0700726608949,4.188665331912913,1
LLAMA-65B,pipeline,8,A4,2,11.0700726608949,15.267431481226478,4.197358820331578,1
LLAMA-65B,pipeline,8,A4,3,15.267431481226478,19.47307930463734,4.205647823410864,1
LLAMA-65B,pipeline,8,A4b,0,0.0,6.881407328981987,6.881407328981987,1
LLAMA-65B,pipeline,8,A4b,1,6.881407328981987,11.0700726608949,4.188665331912913,1
LLAMA-65B,pipeline,8,A4b,2,11.0700726608949,15.267431481226478,4.197358820331578,1
LLAMA-65B,pipeline,8,A4b,3,15.267431481226478,19.47307930463734,4.205647823410864,1
LLAMA-65B,pipeline,8,A5,0,0.0,6.881407328981987,6.881407328981987,1
LLAMA-65B,pipeline,8,A5,1,6.881407328981987,11.047914555685459,4.166507226703472,1
LLAMA-65B,pipeline,8,A5,2,11.047914555685459,15.222423748295418,4.174509192609959,1
LLAMA-65B,pipeline,8,A5,3,15.222423748295418,19.40452566647695,4.182101918181532,1
LLAMA-65B,pipeline,8,A6,0,0.0,6.881407328981987,6.881407328981987,1
LLAMA-65B,pipeline,8,A6,1,6.881407328981987,11.047914555685459,4.166507226703472,1
LLAMA-65B,pipeline,8,A6,2,11.047914555685459,15.222423748295418,4.174509192609959,1
LLAMA-65B,pipeline,8,A6,3,15.222423748295418,19.40452566647695,4.182101918181532,1
LLAMA-65B,private,8,A1,0,0.0,33.34423406859751,33.34423406859751,16
LLAMA-65B,private,8,A1,1,33.34423406859751,83.4741775708521,50.1299435022546,16
LLAMA-65B,private,8,A2,0,0.0,147.8864076048064,147.8864076048064,16
LLAMA-65B,private,8,A2,1,147.8864076048064,358.92501599380614,211.03860838899973,16
LLAMA-65B,private,8,A3,0,0.0,58.299418521025814,58.299418521025814,16
LLAMA-65B,private,8,A3,1,58.299418521025814,137.63017106116249,79.33075254013667,16
LLAMA-65B,private,8,A3a,0,0.0,58.299418521025814,58.299418521025814,16
LLAMA-65B,private,8,A3a,1,58.299418521025814,137.32586204111757,79.02644352009176,16
LLAMA-65B,private,8,A3b,0,0.0,57.85901734964443,57.85901734964443,16
LLAMA-65B,private,8,A3b,1,57.85901734964443,136.66576559201815,78.80674824237371,16
LLAMA-65B,private,8,A4,0,0.0,57.82993252384716,57.82993252384716,16
LLAMA-65B,private,8,A4,1,57.82993252384716,136.28219842335938,78.45226589951221,16
LLAMA-65B,private,8,A4b,0,0.0,57.82993252384716,57.82993252384716,16
LLAMA-65B,private,8,A4b,1,57.82993252384716,136.28219842335938,78.45226589951221,16
LLAMA-65B,private,8,A5,0,0.0,55.905789764453374,55.905789764453374,16
LLAMA-65B,private,8,A5,1,55.905789764453374,128.29985405319903,72.39406428874565,16
LLAMA-65B,reduce,8,A1,0,0.0,33.344523710909876,33.344523710909876,16
LLAMA-65B,reduce,8,A1,1,33.344523710909876,39.85494529519368,6.5104215842838045,1
LLAMA-65B,reduce,8,A2,0,0.0,105.385228527157,105.385228527157,16
LLAMA-65B,reduce,8,A2,1,105.385228527157,119.89571555345128,14.510487026294285,1
LLAMA-65B,reduce,8,A3,0,0.0,15.213793187398272,15.213793187398272,16
LLAMA-65B,reduce,8,A3,1,15.213793187398272,21.502984783534462,6.28919159613619,1
LLAMA-65B,reduce,8,A3a,0,0.0,15.213793187398272,15.213793187398272,16
LLAMA-65B,reduce,8,A3a,1,15.213793187398272,21.49156498485368,6.27777179745541,1
LLAMA-65B,reduce,8,A3b,0,0.0,15.258542182319585,15.258542182319585,16
LLAMA-65B,reduce,8,A3b,1,15.258542182319585,21.51210183443541,6.253559652115824,1
LLAMA-65B,reduce,8,A4,0,0.0,15.187625613369093,15.187625613369093,16
LLAMA-65B,reduce,8,A4,1,15.187625613369093,21.41760455739127,6.229978944022179,1
LLAMA-65B,reduce,8,A4b,0,0.0,15.187625613369093,15.187625613369093,16
LLAMA-65B,reduce,8,A4b,1,15.187625613369093,21.41760455739127,6.229978944022179,1
LLAMA-65B,reduce,8,A5,0,0.0,11.996253204775197,11.996253204775197,16
LLAMA-65B,reduce,8,A5,1,11.996253204775197,18.07586288172621,6.079609676951012,1
LLAMA-65B,reduce,8,A6,0,0.0,11.996253204775197,11.996253204775197,16
LLAMA-65B,reduce,8,A6,1,11.996253204775197,18.07586288172621,6.079609676951012,1
LLAMA-65B,supervisor,8,A1,0,0.0,5.4704485981123305,5.4704485981123305,1
LLAMA-65B,supervisor,8,A1,1,5.4704485981123305,39.34209927051734,33.87165067240501,16
LLAMA-65B,supervisor,8,A1,2,39.34209927051734,45.87924525973256,6.537145989215226,1
LLAMA-65B,supervisor,8,A1,3,45.87924525973256,80.37804944290441,34.49880418317185,16
LLAMA-65B,supervisor,8,A2,0,0.0,12.701420310268334,12.701420310268334,1
LLAMA-65B,supervisor,8,A2,1,12.701420310268334,118.01828142710818,105.31686111683985,16
LLAMA-65B,supervisor,8,A2,2,118.01828142710818,132.73545854276503,14.717177115656852,1
LLAMA-65B,supervisor,8,A2,3,132.73545854276503,243.6763280891673,110.94086954640227,16
LLAMA-65B,supervisor,8,A3,0,0.0,6.910829354920973,6.910829354920973,1
LLAMA-65B,supervisor,8,A3,1,6.910829354920973,19.79011093057238,12.879281575651405,16
LLAMA-65B,supervisor,8,A3,2,19.79011093057238,26.125639205059393,6.3355282744870145,1
LLAMA-65B,supervisor,8,A3,3,26.125639205059393,39.289598388524944,13.16395918346555,16
LLAMA-65B,supervisor,8,A3a,0,0.0,6.910829354920973,6.910829354920973,1
LLAMA-65B,supervisor,8,A3a,1,6.910829354920973,19.699991404360482,12.789162049439508,16
LLAMA-65B,supervisor,8,A3a,2,19.699991404360482,26.01752035896158,6.317528954601098,1
LLAMA-65B,supervisor,8,A3a,3,26.01752035896158,39.079394116175614,13.061873757214034,16
LLAMA-65B,supervisor,8,A3b,0,0.0,6.8832412844617075,6.8832412844617075,1
LLAMA-65B,supervisor,8,A3b,1,6.8832412844617075,19.802365596514576,12.919124312052869,16
LLAMA-65B,supervisor,8,A3b,2,19.802365596514576,26.095482115354155,6.293116518839579,1
LLAMA-65B,supervisor,8,A3b,3,26.095482115354155,39.291731297657876,13.19624918230372,16
LLAMA-65B,supervisor,8,A4,0,0.0,6.881400928981629,6.881400928981629,1
LLAMA-65B,supervisor,8,A4,1,6.881400928981629,19.63797678669108,12.756575857709452,16
LLAMA-65B,supervisor,8,A4,2,19.63797678669108,25.907580049884764,6.269603263193684,1
LLAMA-65B,supervisor,8,A4,3,25.907580049884764,38.92538599105086,13.017805941166095,16
LLAMA-65B,supervisor,8,A4b,0,0.0,6.881400928981629,6.881400928981629,1
LLAMA-65B,supervisor,8,A4b,1,6.881400928981629,19.63797678669108,12.756575857709452,16
LLAMA-65B,supervisor,8,A4b,2,19.63797678669108,25.907580049884764,6.269603263193684,1
LLAMA-65B,supervisor,8,A4b,3,25.907580049884764,38.92538599105086,13.017805941166095,16
LLAMA-65B,supervisor,8,A5,0,0.0,6.881400928981629,6.881400928981629,1
LLAMA-65B,supervisor,8,A5,1,6.881400928981629,16.421106549073148,9.53970562009152,16
LLAMA-65B,supervisor,8,A5,2,16.421106549073148,22.53196372016493,6.110857171091784,1
LLAMA-65B,supervisor,8,A5,3,22.53196372016493,32.31069473014716,9.77873100998223,16
LLAMA-65B,supervisor,8,A6,0,0.0,6.881400928981629,6.881400928981629,1
LLAMA-65B,supervisor,8,A6,1,6.881400928981629,16.421106549073148,9.53970562009152,16
LLAMA-65B,supervisor,8,A6,2,16.421106549073148,22.53196372016493,6.110857171091784,1
LLAMA-65B,supervisor,8,A6,3,22.53196372016493,32.31069473014716,9.77873100998223,16
LLAMA-7B,C-hi,8,A1,0,0.0,328.96130849807105,328.96130849807105,16
LLAMA-7B,C-hi,8,A1,1,328.96130849807105,795.1068078749464,466.14549937687536,16
LLAMA-7B,C-hi,8,A2,0,0.0,171.5687072074311,171.5687072074311,16
LLAMA-7B,C-hi,8,A2,1,171.5687072074311,382.774014388551,211.2053071811199,16
LLAMA-7B,C-hi,8,A3,0,0.0,106.33114431865165,106.33114431865165,16
LLAMA-7B,C-hi,8,A3,1,106.33114431865165,245.8069540086961,139.47580969004446,16
LLAMA-7B,C-hi,8,A3a,0,0.0,106.33114431865165,106.33114431865165,16
LLAMA-7B,C-hi,8,A3a,1,106.33114431865165,243.15793713109758,136.82679281244594,16
LLAMA-7B,C-hi,8,A3b,0,0.0,106.33114431865165,106.33114431865165,16
LLAMA-7B,C-hi,8,A3b,1,106.33114431865165,245.8069540086961,139.47580969004446,16
LLAMA-7B,C-hi,8,A4,0,0.0,106.32958191890442,106.32958191890442,16
LLAMA-7B,C-hi,8,A4,1,106.32958191890442,242.92202618508543,136.59244426618102,16
LLAMA-7B,C-hi,8,A4b,0,0.0,106.28535839094711,106.28535839094711,16
LLAMA-7B,C-hi,8,A4b,1,106.28535839094711,243.28486310030706,136.99950470935994,16
LLAMA-7B,C-hi,8,A5,0,0.0,33.71006027622875,33.71006027622875,16
LLAMA-7B,C-hi,8,A5,1,33.71006027622875,187.5403826683573,153.83032239212855,16
LLAMA-7B,C-hi,8,A6,0,0.0,33.71006027622875,33.71006027622875,16
LLAMA-7B,C-hi,8,A6,1,33.71006027622875,187.5403826683573,153.83032239212855,16
LLAMA-7B,C-lo,8,A1,0,0.0,50.9627638685907,50.9627638685907,16
LLAMA-7B,C-lo,8,A1,1,50.9627638685907,168.58656984972356,117.62380598113286,16
LLAMA-7B,C-lo,8,A2,0,0.0,47.625062737040174,47.625062737040174,16
LLAMA-7B,C-lo,8,A2,1,47.625062737040174,135.84779556594185,88.22273282890168,16
LLAMA-7B,C-lo,8,A3,0,0.0,30.679787211448243,30.679787211448243,16
LLAMA-7B,C-lo,8,A3,1,30.679787211448243,89.7610878727098,59.08130066126155,16
LLAMA-7B,C-lo,8,A3a,0,0.0,30.679787211448243,30.679787211448243,16
LLAMA-7B,C-lo,8,A3a,1,30.679787211448243,88.91552312545406,58.235735914005815,16
LLAMA-7B,C-lo,8,A3b,0,0.0,30.679787211448243,30.679787211448243,16
LLAMA-7B,C-lo,8,A3b,1,30.679787211448243,89.7610878727098,59.08130066126155,16
LLAMA-7B,C-lo,8,A4,0,0.0,30.68076714094445,30.68076714094445,16
LLAMA-7B,C-lo,8,A4,1,30.68076714094445,88.90783537965234,58.227068238707886,16
LLAMA-7B,C-lo,8,A4b,0,0.0,30.666429142114062,30.666429142114062,16
LLAMA-7B,C-lo,8,A4b,1,30.666429142114062,89.18643337364448,58.520004231530415,16
LLAMA-7B,C-lo,8,A5,0,0.0,11.789345414301271,11.789345414301271,16
LLAMA-7B,C-lo,8,A5,1,11.789345414301271,64.95404169246179,53.16469627816051,16
LLAMA-7B,C-lo,8,A6,0,0.0,11.789345414301271,11.789345414301271,16
LLAMA-7B,C-lo,8,A6,1,11.789345414301271,64.95404169246179,53.16469627816051,16
LLAMA-7B,D-hi,8,A1,0,0.0,119.59939920968999,119.59939920968999,16
LLAMA-7B,D-hi,8,A1,1,119.59939920968999,329.10124150138483,209.50184229169486,16
LLAMA-7B,D-hi,8,A1,2,329.10124150138483,542.5227922357365,213.42155073435163,16
LLAMA-7B,D-hi,8,A1,3,542.5227922357365,760.4525279486252,217.92973571288871,16
LLAMA-7B,D-hi,8,A2,0,0.0,88.54363177641629,88.54363177641629,16
LLAMA-7B,D-hi,8,A2,1,88.54363177641629,217.53241037463525,128.98877859821897,16
LLAMA-7B,D-hi,8,A2,2,217.53241037463525,349.05103521534187,131.51862484070662,16
LLAMA-7B,D-hi,8,A2,3,349.05103521534187,483.09950629858014,134.04847108323827,16
LLAMA-7B,D-hi,8,A3,0,0.0,55.566989849004536,55.566989849004536,16
LLAMA-7B,D-hi,8,A3,1,55.566989849004536,141.6345749945594,86.06758514555486,16
LLAMA-7B,D-hi,8,A3,2,141.6345749945594,229.337735405479,87.70316041091962,16
LLAMA-7B,D-hi,8,A3,3,229.337735405479,318.7191787127627,89.38144330728369,16
LLAMA-7B,D-hi,8,A3a,0,0.0,55.566989849004536,55.566989849004536,16
LLAMA-7B,D-hi,8,A3a,1,55.566989849004536,140.59692161293393,85.0299317639294,16
LLAMA-7B,D-hi,8,A3a,2,140.59692161293393,227.21214594311593,86.615224330182,16
LLAMA-7B,D-hi,8,A3a,3,227.21214594311593,315.4245067778896,88.21236083477365,16
LLAMA-7B,D-hi,8,A3b,0,0.0,55.566989849004536,55.566989849004536,16
LLAMA-7B,D-hi,8,A3b,1,55.566989849004536,141.6345749945594,86.06758514555486,16
LLAMA-7B,D-hi,8,A3b,2,141.6345749945594,229.337735405479,87.70316041091962,16
LLAMA-7B,D-hi,8,A3b,3,229.337735405479,318.7191787127627,89.38144330728369,16
LLAMA-7B,D-hi,8,A4,0,0.0,55.56531224594248,55.56531224594248,16
LLAMA-7B,D-hi,8,A4,1,55.56531224594248,140.23471230332015,84.66940005737767,16
LLAMA-7B,D-hi,8,A4,2,140.23471230332015,226.7364121336402,86.50169983032004,16
LLAMA-7B,D-hi,8,A4,3,226.7364121336402,315.2237173172509,88.48730518361069,16
LLAMA-7B,D-hi,8,A4b,0,0.0,55.52252503658937,55.52252503658937,16
LLAMA-7B,D-hi,8,A4b,1,55.52252503658937,140.54397698398483,85.02145194739546,16
LLAMA-7B,D-hi,8,A4b,2,140.54397698398483,227.3994697940361,86.85549281005126,16
LLAMA-7B,D-hi,8,A4b,3,227.3994697940361,315.83906343376964,88.43959363973354,16
LLAMA-7B,D-hi,8,A5,0,0.0,18.76212158972598,18.76212158972598,16
LLAMA-7B,D-hi,8,A5,1,18.76212158972598,100.0980251357996,81.33590354607362,16
LLAMA-7B,D-hi,8,A5,2,100.0980251357996,184.09219230571267,83.99416716991307,16
LLAMA-7B,D-hi,8,A5,3,184.09219230571267,270.6095063139867,86.51731400827401,16
LLAMA-7B,D-hi,8,A6,0,0.0,18.76212158972598,18.76212158972598,16
LLAMA-7B,D-hi,8,A6,1,18.76212158972598,100.0980251357996,81.33590354607362,16
LLAMA-7B,D-hi,8,A6,2,100.0980251357996,184.09219230571267,83.99416716991307,16
LLAMA-7B,D-hi,8,A6,3,184.09219230571267,270.6095063139867,86.51731400827401,16
LLAMA-7B,D-lo,8,A1,0,0.0,119.60112974114459,119.60112974114459,16
LLAMA-7B,D-lo,8,A2,0,0.0,88.54363177641629,88.54363177641629,16
LLAMA-7B,D-lo,8,A3,0,0.0,55.566974489000316,55.566974489000316,16
LLAMA-7B,D-lo,8,A3a,0,0.0,55.566974489000316,55.566974489000316,16
LLAMA-7B,D-lo,8,A3b,0,0.0,55.566974489000316,55.566974489000316,16
LLAMA-7B,D-lo,8,A4,0,0.0,55.56478791078355,55.56478791078355,16
LLAMA-7B,D-lo,8,A4b,0,0.0,55.522000701430635,55.522000701430635,16
LLAMA-7B,D-lo,8,A5,0,0.0,18.76159292471786,18.76159292471786,16
LLAMA-7B,D-lo,8,A6,0,0.0,18.76159292471786,18.76159292471786,16
LLAMA-7B,N-hi,8,A2,0,0.0,350.21477035108603,350.21477035108603,64
LLAMA-7B,N-hi,8,A2,1,350.21477035108603,1356.2515680696613,1006.0367977185753,64
LLAMA-7B,N-hi,8,A5,0,0.0,71.40788315535875,71.40788315535875,64
LLAMA-7B,N-hi,8,A5,1,71.40788315535875,743.516281951823,672.1083987964643,64
LLAMA-7B,N-hi,8,A6,0,0.0,71.40788315535875,71.40788315535875,64
LLAMA-7B,N-hi,8,A6,1,71.40788315535875,743.516281951823,672.1083987964643,64
LLAMA-7B,N-lo,8,A1,0,0.0,30.58583759225924,30.58583759225924,4
LLAMA-7B,N-lo,8,A1,1,30.58583759225924,65.77662831295692,35.19079072069768,4
LLAMA-7B,N-lo,8,A2,0,0.0,23.8117753412599,23.8117753412599,4
LLAMA-7B,N-lo,8,A2,1,23.8117753412599,49.125029861260835,25.313254520000935,4
LLAMA-7B,N-lo,8,A3,0,0.0,15.767268162858215,15.767268162858215,4
LLAMA-7B,N-lo,8,A3,1,15.767268162858215,33.181776306229004,17.41450814337079,4
LLAMA-7B,N-lo,8,A3a,0,0.0,15.767268162858215,15.767268162858215,4
LLAMA-7B,N-lo,8,A3a,1,15.767268162858215,33.07302339934689,17.30575523648867,4
LLAMA-7B,N-lo,8,A3b,0,0.0,15.767268162858215,15.767268162858215,4
LLAMA-7B,N-lo,8,A3b,1,15.767268162858215,33.181776306229004,17.41450814337079,4
LLAMA-7B,N-lo,8,A4,0,0.0,15.766971478586532,15.766971478586532,4
LLAMA-7B,N-lo,8,A4,1,15.766971478586532,33.14024198473461,17.373270506148074,4
LLAMA-7B,N-lo,8,A4b,0,0.0,15.739379020355052,15.739379020355052,4
LLAMA-7B,N-lo,8,A4b,1,15.739379020355052,33.09853319590159,17.359154175546536,4
LLAMA-7B,N-lo,8,A5,0,0.0,7.869497217632621,7.869497217632621,4
LLAMA-7B,N-lo,8,A5,1,7.869497217632621,24.9139552937048,17.04445807607218,4
LLAMA-7B,N-lo,8,A6,0,0.0,7.869497217632621,7.869497217632621,4
LLAMA-7B,N-lo,8,A6,1,7.869497217632621,24.9139552937048,17.04445807607218,4
LLAMA-7B,baseline,8,A1,0,0.0,119.59722282433943,119.59722282433943,16
LLAMA-7B,baseline,8,A1,1,119.59722282433943,329.1008001692076,209.50357734486818,16
LLAMA-7B,baseline,8,A2,0,0.0,88.54363177641629,88.54363177641629,16
LLAMA-7B,baseline,8,A2,1,88.54363177641629,217.53241037463525,128.98877859821897,16
LLAMA-7B,baseline,8,A3,0,0.0,55.566979609002246,55.566979609002246,16
LLAMA-7B,baseline,8,A3,1,55.566979609002246,141.6345481195492,86.06756851054696,16
LLAMA-7B,baseline,8,A3a,0,0.0,55.566979609002246,55.566979609002246,16
LLAMA-7B,baseline,8,A3a,1,55.566979609002246,140.59689217793135,85.0299125689291,16
LLAMA-7B,baseline,8,A3b,0,0.0,55.566979609002246,55.566979609002246,16
LLAMA-7B,baseline,8,A3b,1,55.566979609002246,141.6345481195492,86.06756851054696,16
LLAMA-7B,baseline,8,A4,0,0.0,55.56531608094392,55.56531608094392,16
LLAMA-7B,baseline,8,A4,1,55.56531608094392,140.23406302348576,84.66874694254184,16
LLAMA-7B,baseline,8,A4b,0,0.0,55.5225288715908,55.5225288715908,16
LLAMA-7B,baseline,8,A4b,1,55.5225288715908,140.54332770415022,85.02079883255942,16
LLAMA-7B,baseline,8,A5,0,0.0,18.762125574726088,18.762125574726088,16
LLAMA-7B,baseline,8,A5,1,18.762125574726088,100.09714057095755,81.33501499623146,16
LLAMA-7B,baseline,8,A6,0,0.0,18.762125574726088,18.762125574726088,16
LLAMA-7B,baseline,8,A6,1,18.762125574726088,100.09714057095755,81.33501499623146,16
LLAMA-7B,broadcast,8,A1,0,0.0,8.672275802114122,8.672275802114122,1
LLAMA-7B,broadcast,8,A1,1,8.672275802114122,131.8998503382266,123.22757453611248,16
LLAMA-7B,broadcast,8,A2,0,0.0,7.968351733965723,7.968351733965723,1
LLAMA-7B,broadcast,8,A2,1,7.968351733965723,97.70296217973038,89.73461044576466,16
LLAMA-7B,broadcast,8,A3,0,0.0,6.238374874675033,6.238374874675033,1
LLAMA-7B,broadcast,8,A3,1,6.238374874675033,64.0036402729786,57.76526539830357,16
LLAMA-7B,broadcast,8,A3a,0,0.0,6.238374874675033,6.238374874675033,1
LLAMA-7B,broadcast,8,A3a,1,6.238374874675033,63.68051826959491,57.44214339491988,16
LLAMA-7B,broadcast,8,A3b,0,0.0,6.238374874675033,6.238374874675033,1
LLAMA-7B,broadcast,8,A3b,1,6.238374874675033,64.0036402729786,57.76526539830357,16
LLAMA-7B,broadcast,8,A4,0,0.0,6.243101459369696,6.243101459369696,1
LLAMA-7B,broadcast,8,A4,1,6.243101459369696,63.81333073991801,57.57022928054831,16
LLAMA-7B,broadcast,8,A4b,0,0.0,6.265427977865877,6.265427977865877,1
LLAMA-7B,broadcast,8,A4b,1,6.265427977865877,63.792870050061715,57.52744207219584,16
LLAMA-7B,broadcast,8,A5,0,0.0,6.265427977865877,6.265427977865877,1
LLAMA-7B,broadcast,8,A5,1,6.265427977865877,27.490053854201474,21.224625876335597,16
LLAMA-7B,broadcast,8,A6,0,0.0,6.265427977865877,6.265427977865877,1
LLAMA-7B,broadcast,8,A6,1,6.265427977865877,27.490053854201474,21.224625876335597,16
LLAMA-7B,k-hi,32,A1,0,0.0,119.59722282433943,119.59722282433943,16
LLAMA-7B,k-hi,32,A1,1,119.59722282433943,329.1008001692076,209.50357734486818,16
LLAMA-7B,k-hi,32,A2,0,0.0,88.54363177641629,88.54363177641629,16
LLAMA-7B,k-hi,32,A2,1,88.54363177641629,220.6633147096108,132.1196829331945,16
LLAMA-7B,k-hi,32,A3,0,0.0,55.56697704900128,55.56697704900128,16
LLAMA-7B,k-hi,32,A3,1,55.56697704900128,148.09729353295407,92.53031648395279,16
LLAMA-7B,k-hi,32,A3a,0,0.0,55.56697704900128,55.56697704900128,16
LLAMA-7B,k-hi,32,A3a,1,55.56697704900128,149.39551407748613,93.82853702848485,16
LLAMA-7B,k-hi,32,A3b,0,0.0,55.56697704900128,55.56697704900128,16
LLAMA-7B,k-hi,32,A3b,1,55.56697704900128,148.09729353295407,92.53031648395279,16
LLAMA-7B,k-hi,32,A4,0,0.0,55.56531608094392,55.56531608094392,16
LLAMA-7B,k-hi,32,A4,1,55.56531608094392,149.35159904434022,93.7862829633963,16
LLAMA-7B,k-hi,32,A4b,0,0.0,55.5225288715908,55.5225288715908,16
LLAMA-7B,k-hi,32,A4b,1,55.5225288715908,149.66086372816812,94.13833485657733,16
LLAMA-7B,k-hi,32,A5,0,0.0,18.762125574726088,18.762125574726088,16
LLAMA-7B,k-hi,32,A5,1,18.762125574726088,184.11595178897556,165.35382621424947,16
LLAMA-7B,k-hi,32,A6,0,0.0,18.762125574726088,18.762125574726088,16
